ID|SEX|SUBSET|MINUTES|NAME
1743|M|train-clean-100|21.29|BryanNess
1746|M|train-other-500|21.36|TheoBacher
1748|M|train-clean-360|25.16|BradPowers
1750|F|train-other-500|30.09|LorieHeinrichs
1752|F|train-clean-360|22.90|JanMacGillivray
1754|F|train-clean-360|25.08|JoanFreeman
1756|F|train-other-500|30.02|TamaraHamilton
1757|F|train-other-500|30.12|cricket
1760|F|train-other-500|29.06|MatthewHowell
1765|F|train-other-500|22.66|KellyElizabeth
1767|F|train-other-500|26.17|CoriDean
1769|M|train-clean-360|25.21|ej
1772|M|train-other-500|30.11|DavidA.Stokely
1773|F|train-other-500|30.05|ElizaHorne
1776|M|train-clean-360|25.17|JimEastman
1777|M|train-clean-360|25.14|ProfessorChronotis
1779|F|train-clean-360|18.05|CynthiaZocca
1780|M|train-other-500|18.02|Micah
1784|F|train-other-500|21.61|grovejade
1789|M|train-clean-360|25.01|VinReilly
1795|M|train-other-500|17.33|MuhammadMussnoon
1800|F|train-clean-360|25.14|Scarlett!
1801|M|train-clean-360|16.59|Antonio
1804|F|train-other-500|30.12|MarieManis
1806|M|train-clean-360|25.05|GaryW.Sherwin
1809|F|train-other-500|23.28|cucciasv
1811|M|train-clean-360|20.41|EricRay
1813|F|train-other-500|16.81|tesoro007
1815|M|train-other-500|27.79|Aringguth
1819|F|train-other-500|28.09|Shannon
1825|F|train-clean-360|25.00|srshel
1826|M|train-clean-360|25.18|JacobMiller
1827|M|train-clean-360|10.55|DougWetzel
1828|M|train-other-500|28.27|JamesGladwin
1841|F|train-clean-100|25.13|LauraCaldwell
1844|M|train-other-500|23.49|noonday
1845|F|train-clean-360|25.15|KatieGibboney
1846|M|train-other-500|30.02|valikojohn
1849|M|train-clean-360|25.05|KellyDougherty
1851|F|train-clean-360|25.03|Kehinde
1859|F|train-clean-360|25.17|JanBaxter
1863|F|train-other-500|21.50|Ania
1867|M|train-clean-100|25.16|RowdyDelaney
1868|M|train-other-500|30.08|GrahamRedman
1870|M|train-other-500|29.41|StuartBell
1874|M|train-clean-360|25.21|ErnstSchnell
1878|M|train-other-500|27.47|BLRossow
1885|F|train-clean-360|14.38|inkwelldragon
1898|F|train-clean-100|25.01|Jennifer
1901|F|train-other-500|30.01|AllysonHester
1903|M|train-clean-360|24.21|MichaelThomasRobinson
1913|M|train-clean-360|25.03|GeoffCowgill
1914|M|train-clean-360|25.04|KevinKivikko
1919|F|dev-clean|8.17|nprigoda
1920|F|train-other-500|30.05|AnnikaFeilbach
1923|F|train-clean-360|25.05|MaireRhode
1924|M|train-other-500|30.21|AndrewDrinkwater
1926|F|train-clean-100|25.19|NikkiSullivan
1931|F|train-other-500|15.74|poormedea
1933|F|train-clean-360|14.97|iremonger
1938|M|train-other-500|22.02|icyjumbo(1964-2010)
1943|M|train-clean-360|23.10|Corun
1944|F|train-clean-360|25.03|CarolynFrances
1958|M|train-clean-360|25.17|Furio
1961|F|train-clean-360|25.18|Qhali
1963|F|train-clean-100|25.19|BelindaBrown
1968|F|train-other-500|20.25|lizzyblack
1970|F|train-clean-100|25.13|DawnLarsen
1974|F|train-clean-360|25.16|KatieBaynes
1977|F|train-other-500|27.80|JennieHughes
1985|M|train-other-500|24.71|JonnyLee
1987|M|train-clean-360|25.19|MichaelMacedonia
1988|F|dev-clean|8.16|Ransom
1989|M|train-other-500|8.99|SergioBaldelli
1992|F|train-clean-100|12.29|MichelleWhite
1993|F|dev-clean|8.11|WendyBelcher
1995|F|test-clean|8.06|AJaiHilton
1998|F|test-other|10.02|Sonja
2001|M|train-other-500|19.90|PhillipDavid
2002|M|train-clean-100|24.94|LarryMaddocks
2003|M|train-other-500|23.18|ThePenangLawyer
2004|F|train-clean-360|25.26|KimS
2007|F|train-clean-100|25.21|SheilaMorton
2010|F|train-clean-360|21.53|JulieBynum
2012|M|train-clean-360|25.20|jburby
2013|M|train-other-500|30.05|Mark
2021|M|train-other-500|30.04|KeriFord
2026|F|train-other-500|29.39|MilNicholson
2033|M|test-other|10.03|FilippoGioachin
2035|F|dev-clean|8.11|SharonBautista
2039|M|train-clean-360|25.02|Anton
2042|F|train-other-500|29.25|CharleneV.Smith
2045|M|train-clean-360|24.96|DavidO'Connell
2046|M|train-other-500|19.01|kyleti
2050|F|train-other-500|28.21|XeSands
2051|M|train-other-500|22.13|GrantPetersen
2053|F|train-clean-360|25.03|VincentTapia
2056|F|train-clean-360|22.72|NancyRoberts
2060|F|train-clean-360|25.02|JuliePandya
2061|F|train-clean-360|25.08|JodiKrangle
2062|F|train-other-500|30.25|MindyH
2063|M|train-other-500|22.02|hearhis
2067|M|train-other-500|30.15|NickGisburne
2068|F|train-other-500|14.75|Priya,India
2074|M|train-clean-360|25.06|Tysto
2078|M|dev-clean|8.03|KathyCaver
2085|F|train-clean-360|25.09|StephanieDupal-Demartin
2086|M|dev-clean|8.04|Nicodemus
2089|F|train-other-500|30.14|Martina
2090|F|train-other-500|26.41|Melissa
2092|F|train-clean-100|25.10|ElaineHamby
2093|M|train-clean-360|25.11|RKWilcox
2094|F|test-clean|8.09|amycsj
2096|M|train-other-500|15.93|NickMarsh
2100|F|train-other-500|26.76|KatherineHolt
2104|M|train-other-500|29.52|R.S.Steinberg
2110|M|train-clean-360|25.09|AaronElliott
2113|M|train-clean-360|24.66|AndrewVidal
2122|M|train-other-500|10.61|KennethR.Morefield
2127|M|train-clean-360|20.16|wrongshore
2133|M|train-other-500|28.63|MatMesserschmidt
2136|M|train-clean-100|25.18|GreatPlains
2137|M|train-clean-360|25.02|JeromeLawsen
2140|M|train-other-500|27.77|RalphSnelson
2143|F|train-other-500|15.47|CatSchirf
2146|M|train-clean-360|4.89|JeffStuckey
2148|F|train-other-500|30.17|BethAnne
2149|M|train-clean-360|23.08|MarkPenfold
2152|F|train-other-500|30.04|redabrus
2156|M|train-clean-360|25.18|RogerMelin
2159|M|train-clean-100|25.12|MatthewWestra
2162|M|train-clean-360|25.10|RayClare
2167|M|train-clean-360|25.00|spiderman0521
2182|F|train-clean-100|25.15|SusanUmpleby
2185|M|train-other-500|24.88|JonathanFeldman
2194|F|train-clean-360|25.06|RobbieRogers
2195|M|train-other-500|29.06|JoeEarley
2196|F|train-clean-100|25.24|AndreaFiore
2198|M|train-other-500|29.82|CliveCatterall
2201|M|train-clean-360|25.13|StephenEscalera
2204|F|train-clean-360|25.04|Pamnache
2208|M|train-other-500|28.66|AlanBrown
2229|M|train-clean-360|21.96|PeteWilliams,Pittsburgh,PA
2230|F|train-clean-360|25.03|Isosceles
2234|M|train-other-500|30.06|LarsRolander
2237|F|train-other-500|23.41|ChloeyWinters
2238|M|train-clean-360|25.09|WillLarson
2240|M|train-clean-360|25.17|RalphVolpi
2246|M|train-other-500|30.11|RaySee
2254|F|train-clean-360|25.07|HeidiPreuss
2256|F|train-clean-360|25.06|tamurile
2262|M|train-other-500|25.53|Andy
2269|F|train-clean-360|25.06|RhondaFederman
2270|F|train-other-500|30.08|MeganKunkel
2272|M|train-clean-360|25.18|AlecDaitsman
2273|M|train-other-500|22.65|PeterKelleher
2275|F|train-other-500|19.97|LoriH
2276|F|train-other-500|30.09|Andrea
2277|F|dev-clean|8.01|zinniz
2279|M|train-other-500|20.83|GillesLehoux
2284|M|train-other-500|30.20|Zapo
2285|M|train-clean-360|25.16|BobSage
2288|F|train-other-500|30.13|EllisChristoff
2289|M|train-clean-100|25.08|DavidKleparek
2292|M|train-other-500|30.17|DickDurette
2294|M|train-clean-360|25.24|JamesChristopher
2297|F|train-other-500|30.20|Philippa
2299|M|train-clean-360|25.23|cpalmer17
2300|M|test-clean|8.19|MitchellLLeopard
2301|F|train-other-500|30.09|ChrisJones
2309|M|train-other-500|30.03|Wyatt
2312|F|train-other-500|30.22|LucyLoFaro
2319|M|train-clean-360|25.21|JackFarrell
2334|M|train-clean-360|25.03|DavidLipa
2339|F|train-other-500|30.09|skellie
2341|M|train-other-500|30.04|webround
2346|F|train-other-500|17.91|FirstKnight
2348|F|train-clean-360|22.53|KellyLC
2351|F|train-other-500|30.08|hugoceline
2356|M|train-other-500|30.20|PaulCurran
2361|F|train-other-500|30.24|M.J.Boyle
2364|F|train-clean-360|23.86|Anna-MariaViola
2368|M|train-clean-360|25.08|AlexC.Telander
2374|F|train-other-500|21.75|M.C.Y.
2380|M|train-other-500|17.00|JacobCherry
2384|M|train-clean-100|20.21|Ger
2388|M|train-clean-360|25.01|GregBell
2391|F|train-clean-100|24.54|treefingers
2393|M|train-clean-360|22.63|MichaelBradford
2397|M|train-clean-360|25.14|texttalker
2401|F|train-clean-360|21.95|MattWarzel
2404|M|train-clean-360|25.21|n8evv
2405|M|train-other-500|30.11|musil
2407|M|train-other-500|28.95|ajmacbeth
2411|F|train-clean-360|25.04|kristiface
2412|F|dev-clean|8.06|calystra
2414|M|test-other|10.10|AshwinJain
2416|F|train-clean-100|25.17|JuliaAlbath
2427|M|train-clean-360|25.02|EdMeade
2428|M|dev-clean|8.02|StephenKinford
2436|M|train-clean-100|25.15|SethAdamSher
2437|M|train-other-500|21.23|Wetcoast
2445|F|train-other-500|13.04|musici123
2448|M|train-other-500|23.07|DavidFederman
2473|M|train-clean-360|25.16|Hoosemon
2481|F|train-clean-360|25.07|AlanaJordan
2485|F|train-other-500|30.03|Serin
2487|F|train-other-500|28.17|RachelLintern
2488|F|train-other-500|30.16|LisaWilson
2491|M|train-other-500|20.67|johnb
2494|M|train-clean-360|25.03|MarkCawley
2496|M|train-other-500|30.10|BenDutton
2498|F|train-clean-360|25.05|B.Grebe
2499|M|train-clean-360|25.14|PaulHenryTremblay
2504|F|train-other-500|14.22|HelenElsbeth
2506|F|dev-other|8.52|JulieVW
2512|F|train-clean-360|24.05|Marion
2514|M|train-clean-100|25.11|S.Young
2517|M|train-clean-360|25.25|GaylandDarnell
2518|M|train-clean-100|25.06|RobPowell
2522|F|train-other-500|23.34|senshisteph
2526|M|train-other-500|30.09|BobGilham
2531|M|train-clean-360|25.12|GregWeeks
2532|F|train-clean-360|25.11|JenniferLott
2533|M|train-clean-360|15.81|StevenProctor
2541|M|train-other-500|30.04|EddieWinter
2544|F|train-other-500|30.02|Annise
2545|M|train-other-500|15.29|thequietfox
2552|M|train-other-500|28.82|DanielCranston
2553|F|train-other-500|30.04|daisy55
2562|M|train-clean-360|25.19|ScottMerrill
2568|F|train-other-500|30.07|ElenatheQuiet
2570|F|train-clean-360|25.05|kindlibrarian
2573|F|train-clean-360|25.00|BeccaB
2574|M|train-other-500|28.34|TimSC
2577|F|train-clean-360|25.16|KHindall
2581|F|train-clean-360|25.12|JulieLevi
2582|F|train-clean-360|25.16|dolce
2587|F|train-other-500|30.13|AnneCheng
2588|M|train-other-500|26.44|PadraigO'hIceadha
2589|M|train-clean-360|25.04|Jordan
2592|F|train-clean-360|20.82|AnnaRoberts
2598|F|train-clean-360|23.05|BarbaraBulkeley
2606|M|train-other-500|30.16|MarcTanti
2607|F|train-other-500|30.11|RuthGolding
2609|M|test-other|10.10|IanHatley
2618|M|train-clean-360|24.51|PhilSurette
2624|M|train-other-500|30.05|DavidNicol
2625|F|train-other-500|20.53|AuntieEm
2628|M|train-clean-360|25.22|Zloot
2638|F|train-clean-360|25.02|Dawn
2652|F|train-clean-360|15.01|MixieArmadillo
2654|M|train-clean-360|16.45|Notelrac
2660|M|train-other-500|30.01|mpetranech
2671|F|train-other-500|21.49|ForeignGirl
2673|M|train-clean-360|25.06|judekaider
2674|M|train-clean-360|24.32|JasonProcopio
2676|F|train-other-500|27.44|missizii
2688|M|train-clean-360|25.15|ChristopherJennings
2691|F|train-clean-100|25.16|DonnaStewart
2694|F|train-other-500|29.43|DianaJMB
2696|M|train-clean-360|15.92|anonymous
2709|F|train-clean-360|17.49|PopularOutcast
2712|F|train-other-500|27.11|anoldfashiongirl
2724|M|train-other-500|20.73|MichaelDalling
2730|F|train-other-500|24.25|ShirleyAnderson
2733|M|train-other-500|15.37|CalmDragon
2735|F|train-other-500|14.04|ASchindler
2740|M|train-other-500|22.19|TonyAshworth
2741|F|train-clean-360|25.21|JanDawnDoronila
2748|F|train-other-500|24.78|AnnoyingTwit
2751|F|train-clean-360|24.39|AngelaKelley
2754|F|train-other-500|30.12|peaceuntoyou
2758|F|train-clean-360|25.19|SopranoHarmony
2762|F|train-other-500|30.01|PhillipaChantry
2764|F|train-clean-100|25.19|PiperHale
2769|M|train-clean-360|25.25|AnthonyWilson
2774|M|train-clean-360|25.14|WilliamKevinManire
2775|F|train-clean-360|25.17|inktree
2785|F|train-clean-360|25.23|humeangel
2787|M|train-clean-360|19.66|QuentinManuel
2790|F|train-clean-360|25.09|VictoriaSlonosky
2792|F|train-other-500|30.16|VarraUnreal
2803|M|dev-clean|8.20|aquielisunari
2812|M|train-clean-360|14.63|GregHartley
2815|M|train-clean-360|15.98|MichaelSample
2816|M|train-clean-360|25.19|AndrewSymons
2817|F|train-clean-100|25.14|CatherineMillward
2823|M|train-clean-360|18.78|ChrisC
2825|M|train-other-500|30.02|ErnstPattynama
2827|M|train-clean-360|21.49|DavidLeeson
2830|M|test-clean|8.04|TimPerkins
2834|F|train-other-500|30.02|Ksushi
2836|F|train-clean-100|25.12|LindaMcDaniel
2843|M|train-clean-100|25.18|ricell
2853|F|train-clean-360|25.00|JaneGreensmith
2854|M|train-other-500|30.25|AndrewColeman
2882|F|train-clean-360|23.84|ayngelwing
2893|M|train-clean-100|24.41|RyanSutter
2895|F|train-other-500|24.14|JennyLundak
2902|M|dev-clean|8.10|dexter
2909|F|train-other-500|30.13|Petra
2910|F|train-clean-100|22.33|Janna
2911|M|train-clean-100|25.10|DavidLawrence
2919|F|train-other-500|30.17|Raerity
2920|F|train-clean-360|25.18|Rechelle
2925|F|train-other-500|26.47|Darla
2929|M|train-clean-360|25.15|Topaz
2930|M|train-other-500|20.36|BUAES
2943|F|train-other-500|30.09|SarahGutierrez
2946|M|train-other-500|19.68|MarkusWachenheim
2952|M|train-clean-100|25.02|ScottCarpenter
2960|M|train-clean-360|25.03|Scotty
2961|F|test-clean|8.07|Leni
2967|F|train-other-500|30.26|Landii
2971|M|train-clean-360|25.01|MatthewC.Heckel
2975|F|train-other-500|26.46|SarafinaSuransky
2979|F|train-other-500|18.85|JillianeBrandt
2985|M|train-other-500|21.98|Cantor
2988|F|train-other-500|30.16|LarissaLittle
2989|F|train-clean-100|25.21|JamieStrassenburg,Cypress,California
2990|M|train-other-500|30.07|TomCrawford
2992|M|train-clean-360|24.13|davechase
2997|F|train-other-500|30.26|Violet
2998|M|train-other-500|30.04|KimJansen
2999|M|train-clean-360|25.16|JosephFinkberg
3000|M|dev-clean|8.03|BrianvonDedenroth
3001|F|train-clean-360|21.97|priscillahewitt
3003|F|train-clean-360|25.09|SueAnderson
3005|M|test-other|10.04|KenTischler
3006|F|train-other-500|30.14|MorganScorpion
3008|F|train-clean-360|25.17|GloriaZbilicki
3009|M|train-clean-360|25.00|JimRuddy
3020|M|train-other-500|30.07|MikeVendetti
3021|M|train-other-500|29.27|leetcr
3025|F|train-clean-360|25.07|MichelleHarris
3032|M|train-clean-360|25.10|Utek
3033|F|train-other-500|30.09|valli
3045|M|train-other-500|27.99|CameronConaway
3046|F|train-clean-360|25.21|StephanieLand
3053|F|train-other-500|20.98|TracyYonemoto
3054|M|train-other-500|23.13|GerryR
3060|M|train-other-500|26.15|Didier
3063|M|train-other-500|25.29|markman
3070|M|train-clean-360|25.15|MikeSchwabe
3072|M|train-clean-360|25.05|ChrisAmos
3079|F|train-other-500|7.10|nivedita
3080|F|test-other|10.13|breathe
3081|F|dev-clean|8.00|Renata
3082|M|train-clean-360|17.05|LoganMcCamon
3083|F|train-clean-360|25.06|EmilyJarmard
3088|M|train-other-500|14.21|SeanO'Hara
3090|F|train-other-500|22.39|kelcymx
3092|F|train-clean-360|25.06|MaggieRussell
3094|F|train-clean-360|25.10|moe
3097|M|train-other-500|28.71|nitram
3098|M|train-other-500|28.85|woggy298
3100|M|train-other-500|29.56|DavidHigham
3105|M|train-clean-360|25.20|gfairch511
3109|M|train-other-500|30.20|DiogenesDog
3112|F|train-clean-100|25.08|JessicaLouise
3114|M|train-clean-360|25.04|GeoffreyEdwards
3118|M|train-clean-360|25.06|GeorgeYeager
3119|F|train-clean-360|25.18|SharonRiskedahl
3125|F|train-other-500|30.23|Fran
3132|M|train-other-500|29.97|AndyYu
3135|M|train-other-500|20.03|SteveForeman
3137|M|train-other-500|20.23|Parrot
3138|F|train-other-500|3.53|LabyrinthComposer
3142|M|train-other-500|15.12|RogerA
3143|F|train-other-500|23.59|suzanne
3144|M|train-other-500|30.01|jfmarchini
3148|M|train-other-500|18.41|artos
3157|F|train-clean-360|25.05|TriciaG
3168|M|train-clean-100|23.90|DavidAnton
3170|M|dev-clean|8.10|VOICEGUY
3171|M|train-clean-360|25.11|JoeD
3172|F|train-other-500|29.24|Beatrice
3179|F|train-other-500|26.80|Robin
3180|M|train-clean-360|25.01|MikeConrad
3185|M|train-clean-360|25.02|JohnNewman
3187|M|train-clean-360|24.32|Wasichu
3192|M|train-other-500|30.07|Arfuhrm
3196|F|train-other-500|30.19|ElizabethHarker
3214|M|train-clean-100|25.08|fourteatoo
3215|F|train-clean-360|25.02|ShirleyEllen
3221|M|train-clean-360|25.12|DavidSchoepf
3224|F|train-clean-360|25.19|AcaciaWood
3227|F|train-other-500|17.26|Betina
3228|F|train-clean-360|25.01|Benuathanasia
3230|M|train-clean-360|25.13|rasputin
3235|F|train-clean-100|24.94|KarenCommins
3238|M|train-other-500|19.07|nihilist00
3240|M|train-clean-100|25.09|flakker
3242|M|train-clean-100|25.03|peac
3244|F|train-other-500|30.09|wilwarin
3245|F|train-other-500|30.10|wendy
3257|M|train-other-500|30.17|JayVance
3258|F|train-clean-360|23.50|mwalimu
3259|F|train-clean-100|25.19|KateWest
3261|M|train-other-500|16.03|fourgrays
3268|M|train-other-500|30.06|PatrickMcHaffie
3271|M|train-other-500|19.99|Ancientmariner
3272|M|train-other-500|19.89|Matthew_J_Almeida
3274|M|train-clean-360|25.26|MorganSaletta
3285|M|train-other-500|30.03|DavidCollins
3288|M|train-other-500|30.09|EuanBayliss
3289|M|train-clean-360|25.06|lukeprog
3290|F|train-other-500|29.75|MarianMartin
3294|F|train-clean-360|19.45|MarcyFraser
3307|M|train-clean-360|25.06|DougAllison
3314|F|train-other-500|30.14|CarolStripling
3318|F|train-other-500|30.19|Magdalena
3319|F|train-other-500|28.56|mjbrichant
3328|M|train-clean-360|25.16|AlDano
3330|F|train-clean-360|25.10|B.G.Oxford
3331|F|test-other|10.08|Peggy
3334|F|train-other-500|14.57|joi
3340|M|train-clean-360|25.12|PrestonMcConkie
3346|F|train-other-500|30.03|HannahDowell
3347|F|train-clean-360|25.23|tornadogrrrl
3356|F|train-other-500|20.03|DianaSolomon
3357|F|train-clean-360|24.37|swade
3361|F|train-clean-360|25.19|LindaLeePaquet
3368|M|train-clean-360|25.19|JimAllman
3370|M|train-clean-360|25.16|GlennSimonsen
3373|M|train-other-500|18.98|cvd
3374|M|train-clean-100|25.17|CraigCampbell
3379|F|train-clean-360|25.09|Kele
3380|F|train-clean-360|25.06|DrBeccaAnne
3381|M|train-other-500|2.99|Cagliostro
3389|M|train-clean-360|25.25|von
3394|F|train-other-500|30.03|JackieProvau
3400|F|train-other-500|17.98|LauraDavis
3409|F|train-other-500|30.24|PhilippaBrodie
3411|F|train-other-500|28.43|SuD
3417|M|train-other-500|17.97|Albatross
3433|M|train-other-500|30.24|BobSherman
3436|M|train-clean-100|25.25|AndersLankford
3440|F|train-clean-100|25.18|HeidiWill
3446|F|train-clean-360|25.24|kayo
3448|M|train-clean-360|25.24|ToddLennon
3465|F|train-other-500|29.59|ravenotation
3467|F|train-other-500|30.23|js392
3470|M|train-other-500|30.11|JasonMills
3479|F|train-other-500|30.09|KaranYamada
3482|F|train-clean-360|25.22|Hayden
3483|M|train-clean-360|25.20|AlanWinterrowd
3486|M|train-clean-100|25.08|RobinBalmer
3488|M|train-other-500|17.57|TomWeiss
3490|M|train-clean-360|25.10|GreggMargarite(1957-2012)
3493|F|train-clean-360|21.49|GailMattern
3500|F|train-other-500|28.86|B.Treadgold
3503|M|train-other-500|28.15|ChristianAl-Kadi
3513|F|train-clean-360|25.01|Symmie
3521|M|train-clean-360|25.07|NickNumber
3526|F|train-clean-100|25.18|Bereni
3528|F|test-other|10.26|minimoose83
3536|F|dev-clean|8.15|ArielleLipshaw
3537|F|train-clean-360|25.10|TracyDatlen
3538|F|test-other|10.03|Wyndelyn
3540|M|train-clean-360|24.55|BillRuhsam
3541|M|train-other-500|30.14|TerminDyan
3546|F|train-clean-360|25.21|Jeannie
3547|M|train-other-500|30.11|BenW
3549|F|train-clean-360|25.05|KatieRiley
3551|F|train-clean-360|25.10|AnnieKirkpatrick
3553|M|train-other-500|25.03|LucKordas
3554|F|train-other-500|30.06|LaraC,Louisville,KY
3557|F|train-other-500|30.08|RachelTriska
3559|F|train-other-500|30.06|KerryHiles
3564|F|train-other-500|24.04|Vanessa
3567|M|train-other-500|30.12|DavidLazarus
3570|F|test-clean|8.05|sarac
3571|M|train-other-500|23.68|HarryInk
3575|F|test-clean|8.06|supergirl
3576|F|dev-clean|8.00|JudyGibson
3584|F|train-clean-360|22.30|BridgetGaige
3587|M|train-other-500|25.46|JohnNixon
3588|F|train-other-500|30.06|NeeruIyer
3592|M|train-other-500|10.77|PaulMcCartan
3595|M|train-other-500|30.07|MartinGeeson
3598|F|train-other-500|26.07|Dawn
3606|M|train-other-500|28.34|AshwathGanesan
3607|M|train-clean-100|22.10|RichardWallis
3615|F|train-clean-360|25.05|LucyPerry
3618|M|train-other-500|26.32|TimothyFerguson
3630|F|train-clean-360|12.45|RachelGatwood
3638|F|train-clean-360|25.16|AmyG
3641|F|train-other-500|25.50|JoellePeebles
3645|F|train-clean-360|25.08|MaryAnn
3647|F|train-other-500|30.24|Channe
3650|M|train-other-500|23.18|JonathanRoss
3654|M|train-clean-360|25.09|MarkWilson
3656|M|train-other-500|30.26|KaiLu
3657|M|train-other-500|30.03|BellonaTimes
3660|M|dev-other|10.26|RussClough
3663|F|dev-other|10.13|ppezz
3664|M|train-clean-100|25.06|BarryEads
3665|M|train-other-500|24.95|C.J.Casey
3675|F|train-other-500|26.63|LindaFerguson
3679|F|train-other-500|20.97|veronasser
3681|F|train-other-500|30.09|AnnBoulais
3686|M|train-clean-360|25.07|DougDelisle
3691|M|train-other-500|29.41|HollisHanover
3698|F|train-other-500|30.04|NadineEckert-Boulet
3699|M|train-clean-100|25.15|BrucePirie
3703|F|train-clean-360|25.06|LindaAndrus
3717|M|train-clean-360|25.09|ElliottMiller
3723|M|train-clean-100|25.07|KevinLavin
3728|F|train-clean-360|25.17|amycs
3729|F|test-clean|8.03|HeatherHogan
3733|F|train-clean-360|25.01|MelanieSchleeterMcCalmont
3738|F|train-clean-360|25.01|ColleeMcKinnon
3744|M|train-other-500|28.62|JonathanBurchard
3747|M|train-other-500|15.39|KeithHenige
3752|M|dev-clean|8.06|MarkWelch
3757|F|train-other-500|18.90|EmAllise
3764|F|test-other|10.12|GabrielleLambrick
3779|F|train-other-500|30.11|RachelSteely
3780|M|train-other-500|29.90|Pete
3781|F|train-clean-360|25.02|CelenaArter
3783|M|train-other-500|16.30|TexasSteve
3790|F|train-clean-360|25.10|hpark
3792|M|train-clean-360|16.38|BrianKeithBarnes
3793|M|train-other-500|30.18|Nathan
3796|M|train-other-500|26.72|MarioPineda
3798|F|train-other-500|30.22|BiancaKramer
3807|M|train-clean-100|22.31|JesseNoar
3816|F|train-clean-360|25.05|BevJStevens
3819|M|train-other-500|30.04|StarrDog
3825|M|train-clean-360|17.60|MattWills
3830|M|train-clean-100|24.01|rymd80
3835|M|train-clean-360|18.92|M.White
3843|F|train-other-500|30.16|storm
3845|M|train-other-500|30.22|RaySmith
3848|F|train-other-500|28.82|skoval
3851|F|train-clean-360|25.26|mbousquet
3852|F|train-clean-360|22.37|selniff
3853|F|dev-clean|8.05|M.Bertke
3857|M|train-clean-100|25.17|Epistomolus
3864|M|train-clean-360|24.20|TomWatts
3866|M|train-clean-360|25.12|SilverG
3867|F|train-other-500|28.37|RobertaCarlisle
3869|M|train-clean-360|25.02|TimothyPinkham
3871|M|train-other-500|29.98|Figura
3876|F|train-clean-360|25.03|FrancesMarcinkiewicz
3879|F|train-clean-100|25.10|Keneva
3885|F|train-other-500|24.69|Elli
3889|F|train-clean-360|25.07|Alina
3894|M|train-other-500|18.14|IndyGosal
3895|M|train-other-500|13.98|porlob
3896|M|train-other-500|30.23|WillZufall
3905|F|train-clean-360|23.23|J.RebeccaFranklin
3906|F|train-other-500|30.04|tabithat
3909|F|train-other-500|30.03|EvelynClarke
3911|F|train-other-500|18.56|JosephCouves
3912|M|train-other-500|30.18|BobNeufeld
3914|M|train-clean-360|25.22|RobJames
3915|F|dev-other|10.32|JenniferW
3922|F|train-clean-360|25.20|AshleyCandland
3923|M|train-clean-360|25.10|SeanMichaelHogan
3925|F|train-other-500|14.78|Viglione
3926|F|train-other-500|29.85|DeniseLacey
3927|M|train-clean-360|25.16|BobStretch
3928|F|train-other-500|30.11|MarianneColeman-Hipkins
3934|F|train-other-500|21.35|LynneCarroll
3945|M|train-clean-360|22.57|FloydWilde
3947|F|train-clean-100|22.43|johnell
3955|M|train-other-500|24.95|FredrikKarlsson
3959|M|train-other-500|30.24|rjhargrav
3962|M|train-other-500|25.43|writerboyontour
3967|F|train-clean-360|21.86|ChristineDufour
3969|F|train-other-500|30.01|CMSlosson
3972|F|train-clean-360|25.07|JoyEaston
3977|M|train-clean-360|25.11|LivelyHive
3979|F|train-clean-360|25.14|DaleA.Bade
3982|F|train-clean-100|25.07|KateAdams
3983|F|train-clean-100|25.01|lavocedorata
3989|M|train-clean-360|25.06|Rayne
3990|F|train-other-500|28.44|Jessi
3992|F|train-other-500|30.24|perpetualdreamworld
3994|F|train-clean-360|25.09|MiriamEstherGoldman
3997|F|test-other|10.31|SophiaChoi
4005|F|train-other-500|30.14|Jhiu
4009|F|train-other-500|29.26|DianaMajlinger
4010|M|train-clean-360|25.19|DavidBaldwin
4013|M|train-clean-360|25.14|KevinMaxson
4014|M|train-clean-100|25.20|TomClifton
4015|M|train-other-500|30.01|JimOCR
4017|M|train-other-500|28.96|gsolgaard
4018|M|train-clean-100|25.17|NicholasClifford
4019|M|train-other-500|27.31|brrrrrr6
4020|M|train-other-500|17.91|Linda
4021|F|train-other-500|30.21|LindaWoods
4034|F|train-other-500|30.24|Sienna
4039|M|train-clean-360|25.15|ShawnCraigSmith
4042|M|train-other-500|30.02|RyanDeRamos
4044|F|train-clean-360|23.50|serenitylee
4051|F|train-clean-100|25.14|LizDevens
4054|M|train-clean-360|15.16|RyanGubele
4057|F|train-clean-360|25.26|RoseA
4059|M|train-other-500|29.84|TroyBond
4063|F|train-other-500|16.23|AbigailBartels
4064|F|train-clean-360|25.12|MargaretEspaillat
4071|F|train-clean-360|25.04|NichellevonLauder
4077|M|test-clean|8.14|NathanMarkham
4078|M|train-other-500|21.58|RichardKilmer
4085|M|train-other-500|18.85|PaulPMiller
4088|F|train-clean-100|25.15|Blazin48
4090|F|train-other-500|25.53|madmouth
4098|F|train-clean-360|25.04|RachellLovett
4104|F|train-other-500|28.44|LindaDodge
4108|M|train-clean-360|25.21|garymacf
4110|M|train-clean-360|25.18|RichardEllwood
4111|F|train-clean-360|25.07|RachelP.
4116|F|train-clean-360|25.06|AmyBenton
4122|M|train-other-500|29.44|WendelTopper
4133|M|train-clean-360|24.12|BigStory
4137|F|train-clean-100|24.92|SarahLuAnn
4138|F|train-clean-360|21.69|daltongirl
4145|F|train-clean-360|25.20|PattiCunningham
